,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANALP,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,ERRVF,ERRGAM,ERRBT,ERRBZ,ERRBH,ERRJZ,ERRUSI,ERRALP,ERRMIH,ERRTAI,ERRJHT,ERRMPOT,ERRTPOT,ERRMSHA
2011-01-06 21:00:00,1.269605e+21,36.373,153.792,155.459,70.918,0.44585544,2067440000000.0,0.00539536,0.00212669,108.127,3.811,406263300000.0,3093.257,7.361502e+21,26.392,10.77,1.706114e+18,0.105,0.584,0.518,0.68,0.20784175,49463320000.0,0.00421095,0.00165981,2.974,189385300000.0,21.08504,5.017933e+19,0.016
2011-01-06 22:00:00,1.412265e+21,34.608,156.402,155.842,73.212,0.01062483,2203354000000.0,-0.00750589,-0.00283484,112.289,5.695,67706080000.0,3129.387,8.349331e+21,26.055,7.317,1.752949e+18,0.103,0.539,0.475,0.636,0.19356409,51643670000.0,0.00391806,0.00147982,2.973,197744200000.0,19.6573,5.244645e+19,0.051
2011-01-06 23:00:00,1.488136e+21,35.387,153.063,152.137,71.126,0.51703918,2260549000000.0,-0.01445686,-0.00537508,111.175,11.567,565844000000.0,2894.192,8.271454e+21,26.47,9.991,1.667448e+18,0.092,0.478,0.422,0.556,0.16925129,48371160000.0,0.00355066,0.00132017,2.841,185227400000.0,17.1559,4.903069e+19,0.026
2011-01-07 00:00:00,1.450498e+21,36.141,147.417,147.289,68.7,0.17713735,2113519000000.0,-0.00505884,-0.00181414,102.634,3.888,193064200000.0,2815.071,8.011689e+21,27.054,10.639,1.551644e+18,0.086,0.448,0.392,0.522,0.15841638,45085280000.0,0.00342829,0.00122944,2.635,172660000000.0,15.70146,4.468632e+19,0.026
2011-01-07 01:00:00,1.543139e+21,40.245,134.752,136.408,62.711,0.39882362,2503757000000.0,-0.00404587,-0.00125318,111.291,3.221,521345200000.0,2747.572,9.377666e+21,30.488,17.393,1.643276e+18,0.081,0.405,0.346,0.471,0.14246929,48625820000.0,0.00342412,0.00106063,2.726,186236900000.0,13.76944,4.699612e+19,0.01
2011-01-07 02:00:00,1.679786e+21,40.383,134.776,136.263,63.599,0.57411736,2909666000000.0,-0.00517716,-0.00160153,128.857,4.491,819195700000.0,2704.52,1.007478e+22,30.099,16.791,1.743852e+18,0.081,0.395,0.337,0.47,0.14154315,52727140000.0,0.00345659,0.0010693,2.998,201964900000.0,13.39003,4.988005e+19,0.011
2011-01-07 03:00:00,1.858685e+21,41.937,138.034,138.12,66.666,0.16054748,3391749000000.0,-0.00691254,-0.00214625,150.047,6.756,556886300000.0,2950.098,1.233342e+22,32.346,20.807,1.899428e+18,0.076,0.387,0.326,0.451,0.13605213,56879080000.0,0.0033455,0.00103879,3.27,217888800000.0,14.22044,5.945112e+19,0.009
2011-01-07 04:00:00,2.090249e+21,43.304,131.648,133.08,64.102,0.01103535,4088715000000.0,-0.00186712,-0.00054512,184.077,2.013,811923700000.0,3027.851,1.484999e+22,34.453,23.612,2.081917e+18,0.075,0.369,0.303,0.437,0.13125575,64373940000.0,0.00328723,0.00095974,3.544,246620200000.0,14.15463,6.94209e+19,0.008
2011-01-07 05:00:00,2.189293e+21,45.543,131.481,132.252,66.307,0.23136529,4944209000000.0,-0.00631462,-0.00184976,221.116,7.283,677799900000.0,3387.91,1.771372e+22,36.732,27.584,2.161453e+18,0.07,0.365,0.296,0.428,0.128976,67435230000.0,0.00325846,0.00095456,3.758,258365400000.0,14.38359,7.520475e+19,0.005
2011-01-07 06:00:00,2.259429e+21,42.76,136.144,137.634,68.942,0.46077257,4757797000000.0,-0.00083747,-0.00027773,224.808,1.03,869372700000.0,3442.758,1.695348e+22,34.328,23.193,2.206528e+18,0.072,0.386,0.319,0.46,0.13942124,68656420000.0,0.00337262,0.00111847,4.147,263056100000.0,15.75912,7.760401e+19,0.011
2011-01-07 07:00:00,2.297921e+21,46.545,131.389,134.669,70.983,0.46027714,5093839000000.0,3.23e-05,1.024e-05,225.351,0.041,934504400000.0,3936.108,2.085703e+22,36.618,26.917,2.13926e+18,0.062,0.351,0.287,0.413,0.12509401,66286010000.0,0.0031457,0.00099714,3.978,253979400000.0,15.07932,7.990372e+19,0.0
2011-01-07 08:00:00,2.49591e+21,42.763,136.204,135.334,72.371,0.38684365,5106213000000.0,0.012794,0.00433236,235.735,17.624,892596800000.0,3894.85,2.104186e+22,33.587,21.632,2.109219e+18,0.057,0.324,0.277,0.384,0.11742251,63437310000.0,0.00304115,0.00102983,4.189,243063500000.0,14.79367,7.992254e+19,0.006
2011-01-07 09:00:00,2.502155e+21,42.366,136.381,134.766,73.361,0.46626782,4462908000000.0,-0.00534225,-0.0018844,213.854,7.432,935722700000.0,3948.757,2.068282e+22,32.029,18.053,1.808349e+18,0.05,0.287,0.246,0.343,0.10475536,54868820000.0,0.00268972,0.00094878,3.742,210226800000.0,13.04843,6.834513e+19,0.027
2011-01-07 10:00:00,2.571654e+21,45.317,124.517,124.178,68.825,0.47652858,4983421000000.0,-0.01538266,-0.00485557,225.667,21.505,1271286000000.0,3859.79,2.270805e+22,35.362,23.679,1.82488e+18,0.048,0.263,0.221,0.31,0.09447962,55584580000.0,0.00255339,0.00080616,3.57,212958100000.0,11.6004,6.824786e+19,0.006
2011-01-07 11:00:00,2.616236e+21,45.427,123.936,122.726,69.11,0.1339232,4838826000000.0,-0.009218,-0.00289212,214.652,13.165,452639400000.0,3939.121,2.381299e+22,34.815,23.572,1.926042e+18,0.052,0.277,0.227,0.329,0.10021936,60585160000.0,0.00269225,0.00084472,3.845,232100000000.0,12.28776,7.428265e+19,0.01
2011-01-07 12:00:00,2.741189e+21,44.575,125.326,123.921,69.118,0.53564435,5315701000000.0,-0.01533368,-0.00491442,235.934,22.975,1273920000000.0,3980.638,2.471421e+22,34.53,22.973,2.02501e+18,0.055,0.287,0.232,0.347,0.10474635,65032880000.0,0.00260492,0.00083493,3.903,249117700000.0,12.41123,7.705641e+19,0.008
2011-01-07 13:00:00,2.679467e+21,43.602,131.882,130.813,73.745,0.21326768,4961460000000.0,-0.01303565,-0.00467131,231.534,19.956,655676100000.0,4218.171,2.393139e+22,33.239,19.522,2.068044e+18,0.062,0.326,0.26,0.39,0.11787653,66876130000.0,0.00265367,0.000951,4.063,256154300000.0,14.32974,8.12984e+19,0.009
2011-01-07 14:00:00,3.459399e+21,54.845,84.489,78.553,51.792,-0.16816756,12137710000000.0,-0.01804885,-0.0028032,296.187,30.148,1260007000000.0,2195.028,3.13635e+22,50.1,47.523,2.969408e+18,0.064,0.215,0.148,0.255,0.07676546,109685800000.0,0.0026286,0.00040828,4.391,420086500000.0,6.476696,9.254179e+19,0.002
2011-01-07 15:00:00,2.78689e+21,44.056,127.606,126.048,72.219,0.16993603,4985842000000.0,-0.01985514,-0.00688019,224.886,31.374,1390338000000.0,4089.273,2.476958e+22,34.514,22.122,1.901627e+18,0.053,0.278,0.223,0.336,0.10208871,61837260000.0,0.00241074,0.00083543,3.81,236809400000.0,11.88511,7.199058e+19,0.002
2011-01-07 16:00:00,2.714257e+21,43.119,124.371,122.186,70.082,0.53285736,4557799000000.0,-0.01447258,-0.00501778,213.302,22.048,1190685000000.0,4050.179,2.363452e+22,34.09,21.165,1.758348e+18,0.05,0.265,0.215,0.324,0.098778,57641170000.0,0.00247349,0.00085761,3.768,220722200000.0,11.86574,6.924162e+19,0.011
2011-01-07 17:00:00,2.671067e+21,42.18,129.293,127.416,74.195,0.48323131,4222730000000.0,-0.01666699,-0.00637251,203.862,25.79,994457000000.0,4306.578,2.314611e+22,32.051,16.704,1.692324e+18,0.047,0.271,0.224,0.33,0.10076015,54154490000.0,0.0023882,0.00091313,3.695,207357500000.0,12.35344,6.639471e+19,0.006
2011-01-07 18:00:00,2.66127e+21,41.018,135.964,133.634,78.998,0.20695715,4199564000000.0,-0.01449406,-0.00604631,212.131,22.97,776240000000.0,4546.954,2.294047e+22,31.346,16.557,1.85933e+18,0.052,0.314,0.262,0.382,0.116916,58986920000.0,0.0025832,0.00107764,4.094,225851000000.0,14.34686,7.238332e+19,0.017
2011-01-07 19:00:00,2.635786e+21,40.083,141.649,140.427,80.598,0.33845881,4176104000000.0,-0.01188986,-0.00541466,227.682,19.352,615078500000.0,4609.136,2.187694e+22,30.327,14.801,1.974792e+18,0.062,0.369,0.296,0.454,0.13862121,65795570000.0,0.00272089,0.00123913,4.429,251915200000.0,16.67799,7.916091e+19,0.007
2011-01-07 20:00:00,2.561588e+21,39.431,140.439,141.076,77.183,0.61455613,4010862000000.0,-0.00941826,-0.00439285,229.069,15.002,1067149000000.0,4508.222,2.0446e+22,29.582,14.173,1.955147e+18,0.067,0.394,0.308,0.489,0.14821351,67218830000.0,0.00274463,0.00128018,4.372,257366000000.0,16.70808,7.577566e+19,0.018
2011-01-07 21:00:00,2.676235e+21,38.951,136.83,137.635,72.354,0.41329545,4175558000000.0,-0.00767131,-0.00336314,230.685,12.383,773803500000.0,4084.209,1.99712e+22,29.411,13.688,1.923775e+18,0.067,0.369,0.281,0.468,0.14190514,69389590000.0,0.00264757,0.00116072,4.274,265685700000.0,14.80051,7.237236e+19,0.003
2011-01-07 22:00:00,2.600845e+21,39.594,134.747,134.507,72.843,0.49546391,3873882000000.0,-0.00481877,-0.00201932,204.777,7.435,927696100000.0,3975.635,1.944029e+22,29.603,13.987,1.782599e+18,0.062,0.335,0.26,0.423,0.12825091,62712870000.0,0.00255923,0.00107246,3.949,240134300000.0,13.08203,6.396927e+19,0.015
2011-01-07 23:00:00,2.519298e+21,38.877,133.925,133.094,71.226,0.32786456,3581504000000.0,-0.00807091,-0.00326424,187.428,11.817,603594200000.0,3790.254,1.822172e+22,29.307,13.508,1.693792e+18,0.058,0.317,0.251,0.406,0.12340652,59327930000.0,0.00265082,0.00107212,3.881,227189700000.0,12.68844,6.099993e+19,0.016
2011-01-08 00:00:00,2.420759e+21,39.276,131.849,129.836,71.317,0.51513076,3556365000000.0,-0.00634834,-0.00250197,188.011,8.864,928520800000.0,3783.32,1.780653e+22,30.413,15.152,1.675448e+18,0.06,0.318,0.254,0.405,0.12312198,57948450000.0,0.00270934,0.0010678,3.783,221926800000.0,12.90168,6.072287e+19,0.011
2011-01-08 01:00:00,2.342239e+21,39.632,133.394,132.358,70.815,0.36758143,3401934000000.0,-0.00336434,-0.00128841,183.484,4.49,651596900000.0,3634.928,1.682329e+22,29.687,13.859,1.696503e+18,0.06,0.327,0.262,0.422,0.12828626,59373870000.0,0.00296475,0.00113539,3.957,227407900000.0,13.12221,6.073263e+19,0.014
2011-01-08 02:00:00,2.206242e+21,39.668,136.692,135.638,74.623,0.47199979,3307005000000.0,-0.00470984,-0.00182941,174.803,5.947,780593100000.0,3698.861,1.596973e+22,29.703,14.18,1.667751e+18,0.063,0.348,0.276,0.448,0.13615398,58784090000.0,0.00306366,0.00119,3.869,225171400000.0,13.90383,6.00294e+19,0.017
2011-01-08 03:00:00,2.177269e+21,39.09,134.489,132.598,72.998,0.59832859,3360273000000.0,-0.00569573,-0.00212356,177.829,6.944,995393400000.0,3476.85,1.509893e+22,29.368,11.988,1.62776e+18,0.065,0.339,0.268,0.449,0.13689961,59451450000.0,0.00312868,0.00116648,3.814,227749400000.0,13.50081,5.863002e+19,0.0
2011-01-08 04:00:00,2.069111e+21,39.539,139.401,137.846,75.318,0.57113725,3212799000000.0,-0.00665107,-0.00246398,173.967,7.688,906648600000.0,3611.968,1.496618e+22,29.436,13.878,1.596236e+18,0.069,0.356,0.276,0.468,0.14267288,59116470000.0,0.00325949,0.00120753,3.767,226485300000.0,14.55622,6.031368e+19,0.01
2011-01-08 05:00:00,2.017783e+21,38.492,145.181,142.781,77.982,0.38051206,3370756000000.0,-0.01300217,-0.00485443,178.266,14.685,585689200000.0,3526.954,1.416895e+22,29.315,13.785,1.667499e+18,0.082,0.394,0.299,0.526,0.15894587,63853860000.0,0.00341148,0.00127371,3.853,244651600000.0,15.53192,6.239691e+19,0.025
2011-01-08 06:00:00,1.93528e+21,37.517,147.885,148.266,77.703,0.70133144,3272415000000.0,-0.01168207,-0.00461844,181.126,12.904,997110800000.0,3435.673,1.274825e+22,27.603,9.592,1.684695e+18,0.094,0.448,0.326,0.606,0.18240595,67682710000.0,0.00357027,0.00141148,3.944,259333800000.0,17.20914,6.385546e+19,0.071
2011-01-08 07:00:00,1.782113e+21,37.472,150.424,149.067,78.687,0.74196756,3053008000000.0,-0.01063846,-0.00432419,172.151,10.914,952967300000.0,3533.152,1.184307e+22,27.593,10.539,1.650458e+18,0.093,0.485,0.355,0.652,0.19634058,65813020000.0,0.00388394,0.00157871,3.985,252175600000.0,19.15619,6.421122e+19,0.049
2011-01-08 08:00:00,1.734579e+21,37.512,159.303,157.895,85.981,0.58331549,2841396000000.0,-0.00558119,-0.00236768,157.455,5.619,704374700000.0,3723.823,1.173543e+22,26.415,7.501,1.550262e+18,0.085,0.463,0.352,0.62,0.18861811,59442020000.0,0.00377054,0.00159957,3.796,227763300000.0,19.56527,6.165893e+19,0.01
2011-01-08 09:00:00,1.641202e+21,37.401,160.298,157.67,87.34,0.79903942,2585134000000.0,-0.00382799,-0.00160697,141.337,3.606,912392200000.0,3669.098,1.093439e+22,25.793,5.838,1.431633e+18,0.074,0.427,0.342,0.569,0.17352614,51713060000.0,0.003728,0.00156501,3.512,198142800000.0,18.44416,5.496602e+19,0.021
2011-01-08 10:00:00,1.53587e+21,37.693,150.947,146.954,81.185,0.94807678,2469526000000.0,-0.00531005,-0.00205598,135.869,4.505,1056949000000.0,3528.845,1.026804e+22,26.736,8.079,1.26441e+18,0.069,0.387,0.311,0.518,0.15877387,46199140000.0,0.00367922,0.00142456,3.121,177006700000.0,16.60478,4.831567e+19,0.06
2011-01-08 11:00:00,1.541666e+21,37.812,147.981,141.994,79.945,0.99868792,2646719000000.0,-0.01231848,-0.00421556,136.039,9.966,1201198000000.0,3070.56,9.64001e+21,26.108,6.937,1.265696e+18,0.075,0.37,0.289,0.499,0.15229547,47813100000.0,0.00370216,0.00126697,2.995,183177400000.0,15.33136,4.813275e+19,0.007
2011-01-08 12:00:00,1.512124e+21,36.987,143.968,139.962,76.269,0.84164333,2564719000000.0,-0.02235073,-0.00724411,127.657,17.147,1013507000000.0,2891.864,9.090517e+21,26.33,7.52,1.279257e+18,0.083,0.382,0.291,0.538,0.16327298,51324530000.0,0.00402478,0.00130457,3.088,196613300000.0,16.08036,5.054828e+19,0.057
2011-01-08 13:00:00,1.435984e+21,36.81,148.641,144.597,77.8,0.94477361,2485556000000.0,-0.01473586,-0.00466108,125.039,10.59,1091931000000.0,2761.19,8.331383e+21,25.551,6.426,1.303012e+18,0.093,0.413,0.31,0.582,0.17553301,52963860000.0,0.00426145,0.00134796,3.063,202873900000.0,16.45588,4.965261e+19,0.073
2011-01-08 14:00:00,1.407696e+21,36.276,151.682,146.426,79.095,1.06090856,2450124000000.0,-0.01023783,-0.00325373,120.371,7.174,1189881000000.0,2664.711,7.803171e+21,25.022,6.939,1.248495e+18,0.095,0.41,0.306,0.586,0.17767583,52029460000.0,0.004147,0.00131798,2.906,199275500000.0,16.42009,4.808356e+19,0.031
2011-01-08 15:00:00,1.442291e+21,36.511,144.014,139.156,74.876,1.00106716,2443276000000.0,-0.01299995,-0.00376034,115.694,8.935,1209725000000.0,2443.5,7.7103e+21,25.465,7.618,1.219853e+18,0.086,0.371,0.276,0.536,0.16281374,51374790000.0,0.00417038,0.00120633,2.866,196749800000.0,14.41096,4.547283e+19,0.016
2011-01-08 16:00:00,1.310568e+21,35.489,150.682,146.915,76.522,0.98652595,2302691000000.0,-0.00874903,-0.00267757,114.534,5.548,1039536000000.0,2396.643,6.59486e+21,23.933,4.344,1.138721e+18,0.085,0.387,0.296,0.556,0.16927655,46579950000.0,0.00424954,0.00130056,2.695,178372500000.0,14.97607,4.120975e+19,0.121
2011-01-08 17:00:00,1.209715e+21,34.704,159.903,155.034,83.298,0.55867124,2204669000000.0,-0.01356461,-0.00445346,110.06,8.15,519900700000.0,2507.668,6.094438e+21,23.468,4.262,1.169567e+18,0.095,0.45,0.344,0.652,0.19953725,48493950000.0,0.00472579,0.00155158,2.839,185689800000.0,18.04263,4.384938e+19,0.018
2011-01-08 18:00:00,1.186043e+21,34.572,158.975,157.461,80.486,1.01250517,2230228000000.0,-0.00342064,-0.00114362,114.635,2.024,911305700000.0,2469.47,5.804829e+21,23.619,5.141,1.218788e+18,0.108,0.503,0.37,0.733,0.22501683,52893290000.0,0.00500806,0.00167433,2.964,202526500000.0,19.34611,4.547568e+19,0.048
2011-01-08 19:00:00,1.098589e+21,33.331,152.901,153.862,75.678,0.59442097,2005150000000.0,0.00241843,0.00081256,105.913,1.326,493286400000.0,2288.579,4.960191e+21,23.192,4.657,1.231022e+18,0.129,0.575,0.409,0.838,0.25588962,55460690000.0,0.00543314,0.00182547,2.979,212352700000.0,20.74176,4.495503e+19,0.046
2011-01-08 20:00:00,1.233077e+21,33.313,145.211,146.511,67.752,0.7898944,2366518000000.0,-0.0107016,-0.00304986,115.366,6.1,803315800000.0,1996.425,5.302681e+21,24.104,6.55,1.304375e+18,0.134,0.536,0.354,0.798,0.24144106,64128880000.0,0.00555504,0.00158316,3.166,245543500000.0,18.62798,4.947755e+19,0.008
2011-01-08 21:00:00,1.255114e+21,33.185,145.474,145.239,66.733,0.91055077,2275934000000.0,-0.00668987,-0.00180154,108.126,3.749,963555800000.0,1937.048,5.35334e+21,23.853,5.19,1.228242e+18,0.118,0.462,0.32,0.697,0.21091557,58289890000.0,0.00526319,0.00141736,2.95,223193400000.0,16.21585,4.48151e+19,0.11
2011-01-08 22:00:00,1.249269e+21,33.248,143.802,142.918,67.423,1.09970248,2184498000000.0,-0.0168793,-0.00443964,102.634,9.234,1163222000000.0,1850.85,5.112661e+21,23.13,4.808,1.151293e+18,0.1,0.409,0.299,0.631,0.19179498,52980130000.0,0.00510893,0.00134377,2.795,202873200000.0,14.92935,4.12398e+19,0.066
2011-01-08 23:00:00,1.149281e+21,32.57,151.037,149.073,68.49,1.32339668,1965099000000.0,-0.01113683,-0.00311813,95.84,5.697,1229660000000.0,2014.624,4.888155e+21,22.792,4.379,1.120189e+18,0.1,0.435,0.33,0.67,0.20398399,49493380000.0,0.00528601,0.00147999,2.704,189535700000.0,16.83963,4.085861e+19,0.003
2011-01-09 00:00:00,1.122918e+21,33.697,144.278,141.222,66.73,0.82651609,1985272000000.0,-0.00253793,-0.00064586,94.012,1.221,794946600000.0,2029.075,5.095679e+21,24.453,6.24,1.179151e+18,0.106,0.449,0.334,0.68,0.20656689,51875790000.0,0.00568939,0.00144784,2.736,198676900000.0,17.54278,4.405574e+19,0.009
2011-01-09 01:00:00,1.063908e+21,32.965,152.401,151.586,68.691,1.09710765,1822598000000.0,-0.00882256,-0.00245205,86.685,4.168,948715400000.0,1963.317,4.432533e+21,22.604,3.647,1.171311e+18,0.114,0.496,0.37,0.756,0.23077542,52101600000.0,0.00591642,0.00164433,2.795,199561300000.0,18.81081,4.246871e+19,0.088
2011-01-09 02:00:00,1.018611e+21,32.529,147.412,146.974,67.632,0.80994636,1746221000000.0,0.00015127,4.119e-05,82.86,0.068,676979000000.0,1944.924,4.243777e+21,22.854,4.139,1.131007e+18,0.12,0.5,0.369,0.779,0.23815803,51965520000.0,0.00605752,0.00164959,2.71,199060100000.0,18.8732,4.118088e+19,0.184
2011-01-09 03:00:00,9.70221e+20,32.459,145.449,145.208,64.374,0.98351359,1672140000000.0,-0.00824844,-0.00214131,78.218,3.422,799614100000.0,1768.937,3.754064e+21,22.362,4.13,1.078109e+18,0.117,0.487,0.361,0.758,0.23254071,49350120000.0,0.00613245,0.00159198,2.544,189059800000.0,17.28736,3.668748e+19,0.067
2011-01-09 04:00:00,1.02518e+21,32.068,143.678,143.574,61.295,0.96302354,1710451000000.0,0.00219248,0.00055561,77.415,0.951,838392500000.0,1675.874,3.808061e+21,21.728,3.156,1.017486e+18,0.111,0.437,0.318,0.692,0.21074307,47886790000.0,0.00561233,0.00142227,2.433,183469500000.0,15.23472,3.461759e+19,0.165
